ingredient_rxcui,primary_drug_name,therapeutic_class_l2,drug_class_l3,drug_subclass_l4
3247,desipramine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
3332,dibenzepin,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
35242,quinupramine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
3634,dothiepin,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
3638,doxepin,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
446248,melitracen,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
5691,imipramine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
5979,iprindole,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
6465,lofepramine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
6646,maprotiline,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
704,amitriptyline,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
722,amoxapine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
7531,nortriptyline,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
7674,opipramol,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
8886,protriptyline,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Non-selective monoamine reuptake inhibitors
2556,citalopram,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
321988,escitalopram,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
32937,paroxetine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
36437,sertraline,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
42355,fluvoxamine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
4493,fluoxetine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors
10734,tranylcypromine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective"
5981,iproniazid,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective"
6011,isocarboxazid,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective"
7394,nialamide,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective"
8123,phenelzine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,"Monoamine oxidase inhibitors, non-selective"
30121,moclobemide,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Monoamine oxidase A inhibitors
38382,toloxatone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Monoamine oxidase A inhibitors
10737,trazodone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
1086769,vilazodone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
10898,tryptophan,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
11196,viloxazine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
1433212,levomilnacipran,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
1455099,vortioxetine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
15996,mirtazapine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
2119365,esketamine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
2121777,brexanolone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
258326,St. John's wort extract,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
2669905,zuranolone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
2672253,gepirone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
29434,medifoxamine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
30031,minaprine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
31565,nefazodone,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
38252,tianeptine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
39786,venlafaxine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
42347,bupropion,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
47111,bifemelane,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
588250,milnacipran,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
60842,reboxetine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
6929,mianserin,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
72625,duloxetine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
734064,desvenlafaxine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
7500,nomifensine,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
94,5-hydroxytryptophan,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Other antidepressants
2121751,solriamfetol,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
24840,fenethylline,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
24860,fenozolone,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
30125,modafinil,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
3288,dextroamphetamine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
352372,dexmethylphenidate,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
38400,atomoxetine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
641465,armodafinil,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
6816,methamphetamine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
6901,methylphenidate,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
700810,lisdexamfetamine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
725,amphetamine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
7966,pemoline,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics
1886,caffeine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Xanthine derivatives
34644,propentofylline,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Xanthine derivatives
17939,aniracetam,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
193,acetylcarnitine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
2228,meclofenoxate,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
24506,vinpocetine,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
3116,deanol,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
32645,oxiracetam,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
34604,prolintane,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
35097,pyrisuccideanol,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
45938,adrafinil,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
51296,idebenone,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
8351,piracetam,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
9020,pyrithioxin,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
997602,citicoline,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
10318,tacrine,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
135447,donepezil,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
183379,rivastigmine,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
4637,galantamine,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
2557217,aducanumab,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
2626143,lecanemab,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
2687966,donanemab,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
6719,memantine,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
3551,distigmine,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
623,ambenonium,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
7315,neostigmine,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
9000,pyridostigmine,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
19257,bethanechol,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Choline esters
1999,carbachol,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Choline esters
44281,cevimeline,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Other parasympathomimetics
8328,pilocarpine,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Other parasympathomimetics
1723152,cytisine,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
591622,varenicline,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
7407,nicotine,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
1902,calcium carbimide,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
31479,nalmefene,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
3554,disulfiram,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
7243,naltrexone,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
82819,acamprosate,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
1819,buprenorphine,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
236913,levomethadone,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
28863,lofexidine,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
3304,heroin,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
6813,methadone,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
1511,betahistine,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
2549,cinnarizine,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
4459,flunarizine,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
10390,tetrabenazine,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
1545063,tafamidis,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
1876905,deutetrabenazine,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
1918219,valbenazine,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
1921877,edaravone,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2053490,patisiran,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2099289,inotersen,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2106338,amifampridine,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2197878,pitolisant,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2604578,vutrisiran,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2631931,omaveloxolone,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2632852,trofinetide,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2634995,tofersen,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2671939,eplontersen,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
2694283,arimoclomol,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
35623,riluzole,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
72467,tirilazad,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
897018,dalfampridine,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
166718,tilbroquinol,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
2407,chlorquinaldol,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
5942,clioquinol,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
10612,tinidazole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
36314,secnidazole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
6922,metronidazole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
7427,nimorazole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
7701,ornidazole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
24607,etofamide,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
67182,diloxanide,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
402587,difetarsone,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Arsenic compounds
1926480,fumagillin,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
236186,tenonitrozole,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
3142,dehydroemetine,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
31819,nitazoxanide,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
3820,emetine,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
42333,trimetrexate,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
60212,atovaquone,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
9061,quinacrine,ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
2054023,tafenoquine,ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
2393,chloroquine,ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
5521,hydroxychloroquine,ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
720,amodiaquine,ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
8687,primaquine,ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
2382,proguanil,ANTIPROTOZOALS,ANTIMALARIALS,Biguanides
6694,mefloquine,ANTIPROTOZOALS,ANTIMALARIALS,Methanolquinolines
9071,quinine,ANTIPROTOZOALS,ANTIMALARIALS,Methanolquinolines
9010,pyrimethamine,ANTIPROTOZOALS,ANTIMALARIALS,Diaminopyrimidines
18343,artemether,ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
18346,artesunate,ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
2367409,artemisinin,ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
282448,artemether / lumefantrine,ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
50749,halofantrine,ANTIPROTOZOALS,ANTIMALARIALS,Other antimalarials
18994,benznidazole,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitroimidazole derivatives
2564146,fexinidazole,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitroimidazole derivatives
319866,meglumine antimoniate,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Antimony compounds
8010,sodium stibogluconate,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Antimony compounds
7421,nifurtimox,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitrofuran derivatives
7455,nitrofurazone,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitrofuran derivatives
1494066,miltefosine,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Other agents against leishmaniasis and trypanosomiasis
569,eflornithine,ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Other agents against leishmaniasis and trypanosomiasis
7778,oxamniquine,ANTHELMINTICS,ANTITREMATODALS,Quinoline derivatives and related substances
8628,praziquantel,ANTHELMINTICS,ANTITREMATODALS,Quinoline derivatives and related substances
1000581,trichlorfon,ANTHELMINTICS,ANTITREMATODALS,Organophosphorous compounds
2118525,triclabendazole,ANTHELMINTICS,ANTITREMATODALS,Other antitrematodal agents
10450,thiabendazole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
25096,flubendazole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
430,albendazole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
4325,fenbendazole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
6672,mebendazole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
3384,diethylcarbamazine,ANTHELMINTICS,ANTINEMATODAL AGENTS,Piperazine and derivatives
8340,piperazine,ANTHELMINTICS,ANTINEMATODAL AGENTS,Piperazine and derivatives
1871175,oxantel,ANTHELMINTICS,ANTINEMATODAL AGENTS,Tetrahydropyrimidine derivatives
8984,pyrantel,ANTHELMINTICS,ANTINEMATODAL AGENTS,Tetrahydropyrimidine derivatives
6371,levamisole,ANTHELMINTICS,ANTINEMATODAL AGENTS,Imidazothiazole derivatives
6069,ivermectin,ANTHELMINTICS,ANTINEMATODAL AGENTS,Avermectines
1047072,moxidectin,ANTHELMINTICS,ANTINEMATODAL AGENTS,Other antinematodals
35163,pyrvinium,ANTHELMINTICS,ANTINEMATODAL AGENTS,Other antinematodals
7402,niclosamide,ANTHELMINTICS,ANTICESTODALS,Salicylic acid derivatives
3351,dichlorophen,ANTHELMINTICS,ANTICESTODALS,Other anticestodals
10517,thiram,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
29584,mesulfen,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
3554,disulfiram,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
1388,lindane,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Chlorine containing products
1232405,pyrethrum extract,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
19338,bioallethrin,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
33199,permethrin,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
33303,phenothrin,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
1310168,Quassia amara wood extract,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
1426,benzyl alcohol,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
19044,benzyl benzoate,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
2475532,abametapir,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
324072,dimethicone,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
6606,malathion,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
22374,decamethrin,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
2590266,cypermethrin,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
1362873,dibutyl phthalate,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
3129,diethyltoluamide,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
24856,fenoxazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
27492,indanazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
37935,tetrahydrozoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
38453,tramazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
3966,ephedrine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
39841,xylometazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
3992,epinephrine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
59094,cyclopentamine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
